"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"18940311",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"19404257",12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"20573900",1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0
"22683712",7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"23879678",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24381304",12,0,0,0,0,2,1,0,0,0,0,3,0,0,0,1,0,0,0,0
"28098162",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28540026",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"30242134",2,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0
"3276720",0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"24044690",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26647312",5,0,0,0,0,6,1,0,0,0,0,3,0,0,0,0,0,0,0,0
"27075689",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"27901041",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"28100473",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28431838",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28990276",5,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
"29305346",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25155956",1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0
"27400854",1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"11326269",9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"11857573",9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
