"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"25851617",0,0,0,0,0,1,12,0,0,0,0,0,0,0,0
"27075013",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"28440294",0,0,0,0,0,1,11,0,0,0,0,0,0,0,0
"19322170",0,0,0,0,0,0,4,0,0,0,0,3,0,1,0
"27066536",0,0,0,0,0,0,4,0,0,0,0,2,0,0,1
"3246481",0,0,0,0,0,1,1,0,1,0,0,2,0,0,3
"10466725",0,0,0,0,0,0,5,0,0,0,0,1,0,0,2
"12082568",0,0,0,0,0,1,9,0,0,0,0,0,0,0,0
"15098001",0,0,0,0,0,1,15,0,0,0,0,0,0,0,0
"15947188",0,0,0,0,0,0,9,0,0,0,0,1,0,0,1
"16205790",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"16504276",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"16520824",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"18490926",0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
"20452058",0,0,0,0,0,1,7,0,0,0,0,0,0,0,0
"20546835",0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
"20838784",0,0,0,0,0,3,11,0,0,0,0,0,0,0,0
"21980412",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"22764113",0,0,0,0,0,0,9,0,0,0,0,0,0,0,1
"25707602",0,0,0,0,0,1,7,0,0,0,0,0,0,0,0
"26087016",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"27874273",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"28808521",0,0,0,0,0,2,14,0,0,0,0,1,0,0,0
"12399951",0,0,0,0,0,0,3,0,0,0,0,4,0,1,0
"17909131",0,0,0,0,0,0,13,0,0,0,1,0,0,0,0
"18005969",0,0,0,0,0,0,2,0,0,0,0,2,0,0,1
"19261862",0,0,0,0,0,0,2,0,0,0,0,5,0,0,0
"20298692",0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
"24863146",0,0,0,0,0,0,3,0,0,0,0,8,0,0,1
"11130076",0,0,0,0,0,1,1,0,0,0,1,8,0,0,0
"11696321",0,0,0,0,0,2,4,0,0,0,1,8,0,0,0
"19733838",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"19933840",0,0,0,0,0,2,2,0,0,0,1,8,0,0,0
"20360004",0,0,0,0,0,0,1,0,0,0,0,8,0,0,0
"20707603",0,0,0,0,0,0,2,0,0,0,0,3,0,0,0
"20888579",0,0,0,0,0,0,7,0,0,0,0,1,0,0,0
"21865298",0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
"22179776",0,0,0,0,0,1,3,0,0,0,0,7,0,0,0
"24392092",0,0,0,0,0,0,10,0,0,0,0,3,0,0,0
"23375656",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"22956686",0,0,0,0,0,0,9,0,0,0,2,2,0,0,0
