"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"23716694",0,0,0,0,0,1,4,0,0,0,3,2,0,2,0
"24449431",0,0,0,0,0,0,3,0,0,0,2,2,0,0,0
"24810580",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"25938782",0,0,0,0,0,0,9,0,0,0,0,1,0,0,0
"25979662",0,0,0,0,0,0,9,0,0,0,0,1,0,0,0
"26182416",0,0,1,0,0,0,7,0,0,0,0,11,0,0,0
"27453576",0,0,0,0,1,2,14,0,0,0,0,2,0,0,0
"27699255",0,0,0,0,0,0,10,0,0,0,0,1,0,0,0
"28573701",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"28628100",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"28891213",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"28960836",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"15233914",0,0,0,0,0,2,2,0,0,0,5,3,0,0,0
"19854241",0,0,0,0,0,0,2,0,0,0,1,5,0,0,0
"20375269",0,0,1,0,0,2,4,0,0,0,0,2,0,0,0
"20460269",0,0,0,0,0,1,1,0,0,0,2,4,0,0,0
"20648653",0,0,0,0,0,2,3,0,0,0,2,2,0,0,0
"21300885",0,0,0,0,0,0,1,0,0,0,2,5,0,0,0
"2250705",0,0,0,0,0,0,8,0,0,0,4,3,0,0,1
"8358790",0,0,0,0,0,1,8,0,0,0,3,2,0,0,0
"8402909",0,0,0,0,0,0,1,0,0,0,2,2,0,0,1
"9027314",0,0,0,0,0,1,0,0,0,0,4,2,0,0,0
"11357950",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"15165668",0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
"16181614",0,0,0,0,0,1,3,0,0,0,3,6,0,0,0
"16876305",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"22951260",0,0,0,0,0,0,2,0,0,0,0,3,0,0,0
"25182223",0,0,0,0,0,0,3,0,0,0,0,2,0,0,0
"26820673",0,0,0,0,0,0,5,0,0,0,0,2,0,0,0
"27501933",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"27506602",0,0,0,0,0,0,3,0,0,0,0,2,0,0,0
"28397838",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"29935919",0,0,0,0,0,0,6,0,0,0,0,4,0,1,0
"19404256",0,0,0,0,0,0,15,0,0,0,0,1,0,0,0
"22935194",0,0,0,0,0,0,10,0,0,0,0,1,0,0,0
"20142620",0,1,0,0,0,0,2,0,0,0,1,2,0,0,0
"16439621",0,12,0,0,0,0,5,0,0,0,0,1,0,0,0
"16474404",0,6,0,0,0,0,2,0,0,0,1,0,0,0,0
"17704260",0,7,0,0,0,0,8,0,0,0,0,1,0,0,0
"24101678",0,4,0,0,0,0,5,0,0,0,0,1,0,0,0
"24458522",0,4,0,0,0,0,4,0,0,0,0,0,0,0,0
"26846091",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"28823556",0,0,0,0,0,3,4,0,0,0,0,6,0,0,0
"29379197",0,0,0,0,0,1,8,0,0,0,0,6,0,0,0
"24528488",0,0,0,0,0,0,2,0,0,0,0,9,0,0,0
"27042284",0,0,0,0,0,1,6,0,0,0,0,4,0,0,0
"24634087",0,0,0,0,0,1,9,0,0,0,3,1,0,0,1
"28340569",0,0,0,0,0,0,4,0,0,0,3,3,0,0,0
"29216786",0,0,0,0,0,0,9,0,0,0,2,0,0,0,0
"22016809",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"23453665",2,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"23453666",0,0,0,0,0,0,9,0,0,0,0,1,0,0,0
"23633300",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"24798461",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"29383837",0,0,0,0,0,0,8,0,0,0,0,0,0,0,1
"18621663",0,0,0,0,0,0,15,1,0,0,0,4,0,0,0
"23840464",0,0,0,0,0,1,9,1,0,0,1,4,0,0,0
"15694999",0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
"6401549",0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
"7541036",0,0,0,0,0,5,6,0,0,0,3,4,0,0,0
"7760985",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"8118537",0,0,0,0,0,0,4,0,0,0,3,0,0,0,1
"10616163",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"18091364",0,0,0,0,0,0,1,0,2,0,0,1,0,0,0
"19557195",0,0,1,0,0,0,12,0,0,0,0,0,0,0,0
"6943587",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"8761494",0,0,0,0,0,1,9,0,0,0,2,0,0,0,0
"9784398",0,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"23595603",0,0,0,0,0,0,3,0,0,0,0,5,0,0,0
"25735478",1,0,0,0,0,0,4,0,0,0,0,1,0,0,1
"26566276",0,0,0,0,0,0,15,0,0,0,0,1,0,0,0
"26758833",0,0,0,0,0,0,3,0,0,0,0,9,0,0,0
"27476654",0,0,0,0,1,0,6,0,0,0,0,3,0,1,0
"28327206",0,0,0,0,0,0,12,0,0,0,0,0,0,3,0
"19065143",0,0,0,1,0,0,9,0,0,0,0,0,0,0,0
"20489179",0,0,0,0,0,0,7,0,0,0,0,1,0,0,0
"21703448",0,0,0,0,0,0,7,0,0,0,2,2,0,0,0
"22890305",0,3,0,0,0,0,14,0,0,0,0,0,0,0,0
"11441182",0,0,0,0,0,0,1,0,0,0,2,8,0,2,0
"15454078",0,1,0,0,0,0,6,1,0,0,0,6,0,0,0
"15863612",0,0,0,0,0,0,7,0,0,0,0,2,0,0,0
"16289402",0,0,0,0,0,0,0,0,0,0,1,5,0,0,0
"17640527",0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
"17698014",2,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"18174367",0,0,0,0,0,0,4,0,0,0,0,5,0,0,0
"18250309",0,0,0,0,0,0,2,0,0,0,0,4,0,0,0
"18458091",0,0,1,0,0,0,2,0,0,0,0,4,0,1,0
"19074970",4,0,0,0,0,0,3,0,0,0,1,4,0,0,0
"20819988",0,0,0,0,0,0,12,0,0,0,0,3,0,0,0
"21186355",0,1,0,0,0,0,2,0,0,0,2,13,0,0,0
"22120178",0,0,0,0,0,0,3,0,0,0,0,7,0,2,0
"23313911",0,0,0,0,0,0,2,0,0,0,1,11,0,0,0
"23453885",0,0,0,0,0,0,10,0,0,0,0,1,0,0,0
"23677916",0,0,0,0,0,0,8,0,0,0,0,1,0,0,0
"23680436",0,0,0,0,0,0,10,0,0,0,0,1,0,0,0
"23979604",0,0,0,0,0,1,9,0,0,0,0,2,0,0,0
"24066114",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"25290268",0,0,0,0,0,0,5,0,0,0,0,2,0,0,0
"25403839",1,0,0,0,0,1,4,0,0,0,0,7,0,0,0
"25633834",0,0,0,0,0,0,8,0,0,0,0,5,0,0,0
"26204268",0,0,0,0,0,0,9,0,0,0,0,1,0,0,0
"27066530",0,0,0,0,0,0,1,0,0,0,0,9,0,1,0
"29483656",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"8622942",0,0,0,0,0,0,2,0,0,0,0,11,0,0,0
"10611367",5,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"11285265",1,0,0,0,0,0,5,0,0,0,0,2,0,0,0
"15689539",0,0,0,0,0,1,1,0,0,0,0,12,0,0,0
"16172271",0,0,0,0,0,0,4,2,0,0,0,6,0,0,0
"23913001",0,1,0,0,0,0,5,0,0,0,0,2,0,0,0
"25620733",0,0,0,0,0,0,4,0,0,0,0,5,0,0,0
"27255217",0,0,0,0,0,1,4,0,0,0,0,4,0,0,0
"28472301",0,0,0,0,0,1,5,0,0,0,0,3,0,0,0
"16631598",0,0,0,0,0,0,0,0,0,0,0,8,0,1,0
"21482359",0,0,0,0,0,0,2,0,0,0,0,3,0,1,0
"24790266",0,0,0,0,0,0,1,0,0,0,0,3,0,1,0
"27513193",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"30343943",0,0,0,0,0,0,4,0,0,0,0,1,0,1,0
"14973233",0,0,0,0,0,1,6,0,0,0,0,3,0,0,0
"16155113",0,0,0,0,0,0,2,0,0,0,0,5,0,0,1
"16650384",0,0,0,0,0,0,9,0,0,0,0,1,0,0,0
"19717559",0,0,1,0,0,0,0,0,0,0,0,6,0,0,0
"20238058",0,0,0,0,0,0,4,0,0,0,0,2,0,0,2
"9662399",0,0,0,0,0,0,10,0,0,0,0,1,0,0,0
"10493502",0,0,0,0,0,1,3,0,0,0,2,4,0,0,0
"11498049",0,0,0,0,0,0,4,0,1,0,0,6,0,0,0
"12853961",1,0,0,0,0,0,1,0,0,0,1,8,0,2,0
"19003958",0,0,0,0,0,2,2,0,0,0,0,3,0,0,1
"19211869",0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
"19455149",0,0,0,0,0,0,11,0,0,0,0,1,0,0,0
"19520861",0,0,0,0,0,0,2,1,0,0,0,3,0,0,0
"20498062",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"26456284",0,0,0,0,0,0,8,0,0,0,0,5,0,0,0
"27112236",0,0,0,0,0,0,4,0,0,0,0,4,0,1,0
"14729682",0,0,0,0,0,0,5,0,0,0,0,7,0,0,0
"16754686",0,0,1,0,0,1,5,0,0,0,0,2,0,0,0
"16759699",0,0,0,0,0,0,5,0,0,0,0,2,0,0,0
"17215393",0,0,0,0,0,1,7,0,0,0,0,7,0,0,0
"17696120",0,0,0,0,0,0,5,0,0,0,0,5,0,0,0
"18230611",0,0,0,0,0,2,0,0,0,0,3,4,0,0,0
"18292205",1,0,0,0,0,0,1,0,0,0,0,4,0,0,0
"19052226",0,0,0,0,0,2,2,0,0,0,0,9,0,2,0
"19131331",0,0,0,0,0,1,3,0,0,0,0,2,0,5,0
"19144837",0,0,0,0,0,0,8,0,0,0,0,10,0,0,0
"20424171",0,0,0,0,0,0,2,0,0,0,1,7,0,0,0
"22130660",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"22431737",0,0,0,0,0,7,6,0,0,0,0,8,0,0,1
"23911319",0,0,0,0,1,1,5,0,0,0,0,2,0,0,1
"27756899",0,0,0,0,0,0,4,0,0,0,0,3,0,0,0
"25074461",0,0,0,0,0,0,6,0,0,0,0,1,0,0,0
"24752249",0,0,1,0,0,0,6,0,0,0,0,3,0,0,0
"12202822",0,0,0,0,0,0,8,0,0,0,2,9,0,0,0
"18054859",0,0,0,0,0,0,4,0,0,0,3,6,0,0,0
"18606990",0,0,0,0,0,2,2,0,0,0,0,6,0,0,0
"18615557",0,0,0,0,0,0,9,0,0,0,2,4,0,0,0
"18957284",0,0,0,0,0,0,9,0,0,0,3,0,0,0,0
"21364653",0,0,1,0,0,1,10,0,0,0,2,4,0,0,0
"29554876",0,0,0,0,0,0,13,0,0,0,2,2,0,0,0
"21996756",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"12659812",0,0,0,0,0,0,12,0,0,0,0,1,0,0,0
"17344385",0,0,0,0,0,0,2,0,0,0,0,9,0,0,0
"17380209",0,0,0,0,0,0,7,0,0,0,1,4,0,0,1
"17428348",0,0,0,0,0,0,6,0,0,0,1,3,0,0,0
"20171287",0,0,0,0,0,0,7,0,0,0,0,1,0,0,0
"21626674",0,0,0,0,0,0,11,0,0,0,0,1,0,0,0
"24737869",0,0,0,0,0,2,9,0,0,0,0,3,0,1,1
"24923991",0,0,0,0,0,0,2,0,0,0,0,14,0,0,0
"28072833",0,0,0,0,0,0,11,0,0,0,0,1,0,0,0
"28130356",0,0,0,0,0,0,4,0,0,0,0,11,0,0,0
"29100089",0,0,0,0,0,0,3,0,0,0,0,6,0,0,0
"29784083",0,0,0,0,0,0,12,0,0,0,0,1,0,0,0
"29802289",0,0,0,0,0,0,1,0,0,0,0,10,0,0,0
"24442360",0,0,0,0,0,0,10,0,0,0,0,7,0,0,0
"22031302",0,0,1,0,0,0,10,0,0,0,0,3,0,0,0
"22693284",0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
"24738973",0,0,0,0,0,0,11,0,0,0,0,1,0,0,0
"27457812",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"22737234",0,0,2,0,0,1,5,0,0,0,2,9,0,0,0
"26865403",0,0,1,0,0,0,6,0,0,0,0,4,0,0,0
"21703634",0,0,0,0,0,0,8,0,0,0,0,1,0,1,0
"23999528",0,0,0,0,0,1,8,0,0,0,1,0,0,0,1
"10749215",0,0,1,0,0,4,10,0,0,0,3,11,0,0,0
"19165920",0,0,0,0,0,0,5,0,0,0,0,2,0,1,0
"19200522",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"20029458",0,1,0,0,0,0,15,0,0,0,0,1,0,0,0
"28234597",0,0,0,0,0,0,3,0,0,0,0,4,0,0,0
"28783747",0,0,0,0,0,0,6,0,0,0,0,4,0,0,0
"29426960",0,0,0,0,0,0,10,0,0,0,0,5,0,0,1
"16234806",0,0,0,0,0,0,7,0,1,0,0,21,0,0,0
"20395510",0,0,0,0,0,1,2,0,0,0,0,14,0,0,0
"20537373",0,0,0,0,0,0,2,0,0,0,0,7,0,0,0
"27852787",0,0,0,0,0,0,1,0,0,0,0,3,0,1,0
"28297715",0,0,2,0,0,1,5,0,0,0,0,4,0,1,0
"12227460",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"16842141",0,0,0,0,0,0,1,0,0,0,0,0,0,6,0
"26055667",0,0,0,0,0,0,1,0,0,0,5,0,0,0,0
"3591841",0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
"3872065",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"16033914",0,0,0,0,0,0,12,0,0,0,0,1,0,0,0
"17149387",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"21273312",0,0,0,0,0,0,2,0,0,0,0,6,0,1,0
"25066123",0,0,0,0,0,0,6,0,0,0,0,4,0,0,0
"26782176",0,0,0,0,0,0,6,0,0,0,0,1,0,0,0
"26826102",0,0,0,0,0,0,3,0,0,0,0,6,0,0,0
"27799067",0,0,1,0,1,1,9,0,0,0,0,1,0,0,0
"30500859",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"20231187",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"26817790",1,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"26748711",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"30122539",0,1,0,0,0,0,8,0,0,0,0,0,0,0,0
"20435366",0,0,0,0,0,0,10,0,0,0,1,1,0,0,2
"21182206",0,0,0,0,0,0,6,0,0,0,0,2,0,0,0
"22278094",0,0,0,0,0,0,5,0,0,0,0,2,0,0,1
"22366648",0,0,0,0,0,0,6,0,0,0,0,1,0,0,2
"26856703",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"29306053",0,0,0,0,0,0,3,0,0,0,1,8,0,0,0
"16849507",0,0,0,0,0,1,0,0,1,0,1,5,0,0,0
"1694723",0,0,0,0,0,1,6,0,0,0,7,5,0,0,0
"10386616",0,0,0,0,0,1,11,0,0,0,1,1,0,0,0
"10861224",0,0,1,0,0,0,8,1,0,0,0,7,0,0,0
"16181616",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"18084254",0,0,0,0,0,0,0,0,0,0,5,3,0,0,0
"24839052",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"10727640",0,0,1,0,0,0,2,1,0,0,1,4,0,0,0
"16896191",0,0,0,0,0,0,1,1,0,0,2,4,0,0,0
"15174069",0,0,1,0,0,0,3,0,0,0,1,2,0,0,0
"20847152",0,0,0,0,0,0,0,0,0,0,0,7,0,0,1
"20972252",0,1,0,0,0,0,12,0,0,0,0,1,0,0,0
"21129452",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"25158904",0,0,0,0,0,0,2,0,0,0,0,9,0,1,0
"27018473",0,0,0,0,0,0,15,0,0,0,0,0,1,0,0
"7982033",0,0,0,0,1,0,10,0,0,0,0,2,0,0,0
"7668045",0,0,0,0,0,1,7,0,0,0,0,0,0,0,0
"27479907",0,5,0,0,0,1,4,0,0,0,0,0,0,0,0
"28807008",0,3,0,0,0,0,2,0,0,0,0,0,0,0,0
"29021403",0,1,0,0,0,2,6,0,0,0,0,0,0,0,0
"29222009",0,3,0,0,0,0,4,0,0,0,0,0,0,0,0
"15492925",0,0,0,0,0,2,20,0,0,0,0,2,0,0,0
"16611748",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"19241098",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"19253388",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"20513142",0,0,0,0,0,1,13,0,0,0,0,7,0,0,0
"21802232",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"21832092",0,0,1,0,0,0,2,0,0,0,2,5,0,0,0
"22825934",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"22867051",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"22922712",0,0,0,0,0,0,7,0,0,0,0,13,0,0,0
"23169495",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"23708187",0,1,0,0,0,0,6,0,0,0,0,0,0,0,0
"24564546",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"24916645",0,0,0,0,0,0,4,0,0,0,0,5,0,0,0
"24952363",0,0,0,0,0,0,1,0,0,0,4,9,0,0,0
"25315662",0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"26235986",0,1,0,0,0,0,5,0,0,0,0,2,0,0,0
"27334371",0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
"23505216",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"17677002",0,0,1,0,0,0,8,0,0,0,0,2,0,1,0
"21745337",0,0,0,0,0,0,5,0,0,0,0,3,0,1,0
"22617346",0,0,0,0,0,0,9,0,0,0,0,0,0,1,1
"23090952",0,0,0,0,0,0,3,0,0,0,0,2,0,2,0
"23209433",0,0,0,0,1,0,4,0,0,0,1,6,0,3,0
"28407444",0,0,0,0,0,0,7,0,0,0,0,0,0,1,1
"23407934",0,0,0,0,0,1,12,0,0,0,0,3,0,2,0
"22521416",0,0,0,0,0,0,14,0,0,0,0,2,0,0,0
"26657937",0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
"20683928",0,0,0,0,0,0,8,0,0,0,3,2,0,0,0
"24175892",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
"25937446",0,0,1,0,1,0,7,0,0,0,0,2,0,0,0
"14962666",0,0,0,0,0,0,10,0,0,0,0,0,0,1,0
"20174651",0,0,1,0,1,1,1,0,0,0,1,6,0,0,0
"21438139",0,0,1,0,0,0,14,0,0,0,0,0,0,0,0
"22246503",0,0,0,0,0,1,6,0,0,0,0,1,0,0,3
"22178256",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"24207121",0,0,0,0,0,0,8,0,0,0,0,1,0,1,0
"24768552",0,0,0,0,0,0,6,0,0,0,0,1,0,0,0
"25262651",1,0,0,0,0,0,5,0,0,0,0,1,0,0,1
"28960266",0,0,0,0,0,0,14,0,0,0,0,1,0,0,0
"29740950",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"27806305",0,1,0,0,1,2,3,0,0,0,0,6,0,0,0
"28608855",1,0,0,0,0,0,2,0,0,0,0,7,0,0,0
"15300250",1,2,0,0,0,0,6,0,0,0,0,0,0,0,0
"20453063",1,2,0,0,0,1,5,0,0,0,0,4,0,0,0
"23134727",1,0,0,0,0,4,4,0,0,0,1,0,0,0,0
"23827709",0,0,0,0,0,2,4,0,0,0,1,11,1,0,0
"24728844",0,0,0,0,0,1,10,0,0,0,0,5,0,0,0
"26928066",1,0,4,0,0,0,6,0,0,0,0,4,0,0,0
"28165338",0,0,0,0,0,0,7,0,0,0,0,9,0,0,0
"28317875",0,0,0,0,0,1,3,0,0,0,0,7,0,0,0
"28991257",0,2,0,0,0,0,11,0,0,0,0,1,0,0,0
"30108144",0,0,0,0,0,1,2,0,0,0,0,3,0,0,0
"17545556",0,2,1,0,0,0,11,0,0,0,0,0,0,0,0
"24998929",0,0,1,0,0,0,10,0,0,0,0,0,0,0,0
"25257502",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"25294932",1,0,1,0,0,2,13,0,0,0,0,6,0,0,0
"25752243",0,0,0,0,0,1,5,0,0,0,0,5,0,0,0
"25989142",0,0,0,0,0,0,6,0,0,0,0,6,0,0,0
"26789910",0,0,0,0,0,0,7,0,0,0,0,2,0,0,0
"26834018",0,0,1,0,0,0,10,0,0,0,0,0,0,0,0
"26921529",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"27694995",0,0,0,0,1,1,3,0,0,0,1,6,0,0,0
"30104731",0,0,0,0,1,0,2,0,0,0,0,5,0,0,0
"30670789",0,0,1,0,0,0,11,0,0,0,0,0,0,0,0
"23692895",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"26067811",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"23023333",0,0,0,0,0,0,5,0,0,0,0,8,0,0,0
"22186213",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"23253743",0,0,0,0,0,0,8,0,0,0,0,1,0,0,0
"19898479",0,0,0,0,0,0,7,0,0,0,0,2,0,0,0
"22775350",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"23350639",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"24424125",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"25655306",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"26968334",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"29129316",0,0,0,0,0,0,9,0,0,0,0,3,0,0,0
"11017086",0,0,1,0,0,0,12,0,0,0,0,0,0,0,0
"16938851",0,0,0,0,0,0,2,0,0,0,0,3,0,0,0
"21440637",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"21076407",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"28288114",0,0,0,0,0,1,5,0,0,0,0,1,0,0,0
"10508524",0,0,0,0,0,0,20,0,0,0,0,3,0,0,0
"25806950",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"26657971",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"19287492",0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"26171716",0,0,0,0,0,0,3,0,0,0,0,8,0,0,0
"28600779",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"28647593",0,0,0,0,0,0,2,0,0,0,0,4,0,0,0
"24094106",0,0,0,0,0,0,5,0,0,0,0,11,0,0,0
"24126932",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"19646677",0,0,0,0,0,0,7,0,0,0,0,2,0,0,0
"21457949",0,0,0,0,0,0,7,0,0,0,0,3,0,0,0
"22689534",0,0,0,0,0,0,13,0,0,0,0,3,0,0,0
"25448322",0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
"28504353",0,1,0,0,0,0,8,0,0,0,0,2,0,0,0
"25223753",0,0,0,0,0,0,6,0,0,0,0,2,0,0,0
"28135719",0,8,0,0,0,0,12,0,0,0,0,0,0,0,0
"10341254",0,0,0,0,0,0,2,0,0,0,0,7,0,0,0
"16623851",0,0,0,0,0,0,3,0,0,0,0,2,0,1,0
"16723537",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"16819552",0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"29145497",0,0,0,0,0,0,1,0,1,0,0,2,0,0,0
"9888857",0,0,0,0,0,0,1,0,2,0,0,2,0,0,0
"19931854",0,0,0,0,0,0,5,0,0,0,0,3,0,0,0
"21658778",0,0,0,0,1,0,11,0,0,0,0,1,0,0,0
"23585028",0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
"25621974",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"15106122",0,1,0,0,0,0,17,0,0,0,0,0,0,0,0
"18349135",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"18367085",0,0,1,0,0,0,4,0,0,0,0,4,0,0,0
"18374305",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"18551756",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"20133774",0,0,0,0,0,1,11,0,0,0,0,4,0,0,0
"21308999",0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"23185133",0,0,0,0,0,11,8,0,0,0,0,3,0,0,0
"26314684",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"29271092",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"8586965",0,0,0,0,0,0,11,0,0,0,2,2,0,0,0
"27166760",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"28641109",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"29152164",0,0,0,0,0,0,8,0,0,0,1,4,0,0,0
"10624965",0,0,0,0,1,0,4,0,0,0,0,7,0,0,0
"12809671",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"16571880",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"17646849",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"18179893",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"18179894",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"18179895",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"18987363",0,0,0,0,0,2,11,0,0,0,0,1,0,0,0
"19109503",0,0,0,0,0,1,5,0,0,0,1,6,0,1,0
"19166515",0,0,0,0,0,0,2,0,0,0,0,4,0,0,0
"19582487",0,0,0,0,0,2,13,0,0,0,0,0,0,0,0
"19896112",0,0,1,0,0,0,11,0,0,0,0,1,0,0,0
"20164332",0,0,1,0,1,0,5,0,0,0,1,8,0,1,0
"20176116",0,0,0,0,0,0,10,0,0,0,0,3,0,0,0
"20414140",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"21048216",0,0,0,0,0,0,6,0,0,0,0,1,0,0,0
"21108403",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"21193173",0,0,0,0,0,0,12,0,0,0,0,0,0,1,0
"21310003",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"21827697",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"21962519",0,0,0,0,0,0,5,0,0,0,0,5,0,0,0
"22190369",0,0,0,0,0,0,11,0,0,0,0,1,0,0,0
"22738016",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"22766611",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"22843504",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"23074245",0,0,0,0,0,0,3,0,0,0,0,2,1,0,0
"23277129",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"23871450",0,0,0,0,0,0,8,0,0,0,0,2,0,0,0
"24147096",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"25045150",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"25224256",0,0,0,0,0,2,13,0,0,0,0,3,0,0,0
"26559825",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"26833134",0,0,1,0,0,1,6,0,0,0,0,5,0,0,1
"26843181",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"26909962",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"27439707",0,0,0,0,0,0,10,0,0,0,1,0,0,0,0
"27916731",0,0,0,0,0,0,9,0,0,0,0,2,0,0,0
"28738218",0,0,0,0,0,0,7,0,0,0,0,1,0,0,0
"29788201",0,0,0,0,0,0,8,0,0,0,0,4,0,0,0
"30017804",0,0,0,0,0,0,7,0,0,0,0,0,0,1,0
"30586385",0,0,0,0,0,1,14,0,0,0,1,0,0,0,0
